Id,Location,Name,Category,Description,Latitude,Longitude,Altitude,Date verified,Open,Electricity,Wifi,Kitchen,Parking,Restaurant,Showers,Water,Toilets,Big rig friendly,Tent friendly,Pet friendly,Sanitation dump station,Outdoor gear,Groceries,Artisan goods,Bakery,Rarity in this area,Repairs vehicles,Repairs motorcycles,Repairs bicycles,Sells parts,Recycles batteries,Recycles oil,Bio fuel,Electric vehicle charging,Composting sawdust,Recycling center
134283,"Salema Eco Camp, Rua 28 de Janeiro, Salema, Budens, Vila do Bispo, Faro, 8650-196, Portugal",Surf & Nature Salema eco Camp,Established Campground,"Huge beautiful Camp site with hills and trees, showers, toilets, drinking water, electricity, a shop and a very good restaurant. Paid between 13,50 and 18 euros (price changed with a new month) a night for a tent, a motorbike and one person. Wifi only at the reception and the restaurant. ",37.075182,-8.831350,99.8567123413086,2020-10-22 08:56:14 UTC,Yes,Yes - At Sites,Yes - Average,No,,Yes,Hot,Potable,Running Water,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
135395,"Parque de Campismo Municipal de Idanha-a-Nova, EN 354-1, Idanha-a-Nova e Alcafozes, Idanha-a-Nova, Castelo Branco, 6060-192, Portugal",Municipal campsite of Idanha-a-Nova,Established Campground,"Has camping area, trailer area and bungalows. Big enough to have quite areas, within walking distance to a lake (dam reservoir) and has shades.
1 person + 1 tent + 1 motorcycle about 7.5€/night during high season.
[restaurant/bar/minimarket closed due to COVID]",39.949990,-7.185730,,2020-08-15 00:00:00 UTC,Yes,Yes - At Sites,Unknown,Unknown,,Yes,Hot,Potable,Yes,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
135744,"Princesa da Ria, Avenida Hintze Ribeiro, Torreira, Murtosa, Aveiro, 3870-331, Portugal",Campismo Torreira,Established Campground,Very basic campsite. Cheap prices (4€ per person and per tent). ,40.760666,-8.701991,61.42010498046875,2020-08-18 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Unknown,,Yes,Hot,Potable,Running Water,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
136024,"O Moinho Camping, EM 510-1, Bolo, Castanheira de Pera e Coentral, Castanheira de Pera, Leiria, 3280-009, Portugal",camping o moinho,Established Campground,Camping with green area. Hot shower between 18-23h. Very close to a river beach,40.025908,-8.189462,568.4478948675096,2020-08-28 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,Yes,Hot,Yes,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
136581,"Parque de Campismo Quinta do Rebentão, 109, Rua do Freixo, Quinta do Rebentão, Vila Nova de Veiga, São Pedro de Agostém, Chaves, Vila Real, 5400-756, Portugal",Quinta do Rebentão,Established Campground,"August: 1 adult € 3.20; 1 small tent € 2.60; 1 motorcycle € 2.00.
Small cmapground, nice enough bathrooms and showers.
Swimming pool € 1.50 if you're staying at the camp.",41.701260,-7.500490,475.0,2022-07-02 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Unknown,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
136619,"Parque de Campismo de Penacova, EN 2, Carvoeira, Riba de Baixo, Penacova, Coimbra, 3360-179, Portugal",Parque de Campismo de Penacova,Established Campground,"Small, quiet cmapground by the river, mostly for frequent visitors. Good enough bathrooms. In september, 1 adult 5€, 1 small tent 4€, 1 motorcycle 4€.",40.265790,-8.278540,,2020-09-01 00:00:00 UTC,Yes,Yes - Not at Sites,Unknown,Unknown,,Yes,Warm,Potable,Running Water,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
136628,"Camping Milfontes, Rua dos Bombeiros, Vila Nova de Milfontes, Odemira, Beja, 7645-296, Portugal",Camping Milfontes,Established Campground,"[beware that there are two campgrounds next to each other]

September, 1 adult € 4.55, 1 small tent € 5.40, 1 motorcycle € 3.30

Staff is bureaucratic as hell, campsite is yet another where people pay yearly to park their trailer. The bathrooms are actually quite good.

Some spots are sandy, nice for tents, not so nice for wheels.",37.732170,-8.781680,0.0,2024-03-16 00:00:00 UTC,Yes,Yes,Unknown,Unknown,,Yes,Hot,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
136629,"Parque de Campismo de Castelo do Bode, Castelo do Bode, São Pedro de Tomar, Abrantes, Santarém, 2200-638, Portugal",Parque de Campismo de Castelo de Bode,Established Campground,Depending where you come from you may or may not see indications on the road. Next to a river dam. Bathrooms are acceptable.,39.540220,-8.318790,,2020-09-05 00:00:00 UTC,Yes,Yes - At Sites,Unknown,Unknown,,Unknown,Warm,Potable,Running Water,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
138699,"Cepo Verde, EM 504, Gondesende, Bragança, 5300-561, Portugal",Camping Cepo Verde,Established Campground,"Campground in the Montesinho Natural Park. Modern and clean Facilities, Restaurant and a nice Pool in a beautiful Landscape. ",41.845038,-6.859663,805.4967716504663,2019-10-12 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Unknown,,Yes,Hot,Potable,Running Water,Yes,Unknown,Yes,Unknown,,,,,,,,,,,,,,,
139552,"Camping Serrão, EN 120, Aljezur, Faro, 8670-121, Portugal",Camping Serrão,Established Campground,"Open all year. Large, ultra clean site will all amenities located 7 mins from Amoreira Beach or Aljezur. I am here during Covid and it’s very very quiet. Cost was €11 for one person, motor home and electric hook up.  there is a shop.",37.340156,-8.813382,108.06634546577004,2023-10-19 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
143538,"Parque de Campismo de Monte Gordo, Aceiro do Parque de Campismo, Vila Real de Santo António, Faro, 8900-450, Portugal",Monte Gordo Campsite,Established Campground,"This is an established camping ground. One minute from the beach.
",37.179697,-7.443435,30.0,2021-03-02 00:00:00 UTC,Yes,Yes - At Sites,Unknown,Unknown,,Unknown,Unknown,Unknown,Running Water,Unknown,Yes,Yes,Unknown,,,,,,,,,,,,,,,
143539,"Parque de Autocaravanas da Muralha, Rua de Angola, Vila Real de Santo António, Faro, 8900-247, Portugal",Riverside,Established Campground,This a caravan park right by the river.,37.199502,-7.415378,10.0,2024-06-15 00:00:00 UTC,Yes,No,No,No,,No,No,No,No,Yes,No,Yes,Unknown,,,,,,,,,,,,,,,
143668,"Rua dos Vitoriosos 88A, Rua dos Vitoriosos, Galeotas, Azeitão (São Lourenço e São Simão), Setúbal, 2925-669, Portugal",A Casa do Lago ,Established Campground,"Paulo and Natalia are the most hospitable and friendly people you can find in this part of Portugal! They are avid travellers themselves (converted an ambulance!) so they know exactly what a tired traveller needs. 

Amazing garden (Paulo is a professional gardener), two lovely dogs, plenty of space, dozens of travels stories and millions of tips where to go and what to do around the entire of Portugal. 

If you’re passing by this part of the country - make a stop at Paulo’s place. You can stay in your van or rent a room, take a hot shower or enjoy a bbq and cool garden shades. 

This is the place to relax, unwind and recharge your batteries (also literally your van batteries :D), before you continue your travels. 

Just visit here and thank me later! ",38.545400,-9.009000,20.9,2023-04-22 16:21:14 UTC,Yes,Yes,Yes - Fast,Yes,,No,Hot,Yes,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
145524,"Parque de Campismo do Merujal, Rua do Parque de Campismo, Merujal, Urrô, Arouca, Aveiro, 4540-013, Portugal",Parque de Campismo do Merujal,Established Campground,"A very nice camping with everything you need to refeel your needs and keep going. Managed by locals and they made a very nice local dish.
Recomended!",40.873490,-8.291540,,2021-04-17 00:00:00 UTC,Yes,Yes,Yes - Slow,Yes,,Yes,Warm,Potable,Yes,No,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
151474,"Montargil, EN 2, Pintadinho, Montargil, Ponte de Sor, Portalegre, 7425-133, Portugal",Orbitur Montargil,Established Campground,"Good conditions, nice prices, accepted motorbikes",39.099623,-8.144104,86.34806515638527,2021-06-03 00:00:00 UTC,Yes,Yes - Not at Sites,Yes - Fast,Yes,,Unknown,Hot,Potable,Running Water,Unknown,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
152287,"ER 266, Nave Redonda, Saboia, Odemira, Beja, 7655-812, Portugal",Isolated Paradise ,Established Campground,"I offer a few campervans and tents pitches in my isolated paradise. A change of scenery is guaranteed in an old farm of 20 hectares away from the eyes and the neighbors, all in the middle of nature! 

About 5 places are available for campervans. 

We are in the early stages of the project but it is possible to use water from a garden hose, to recharge your batteries and to use the wifi near my house for an additional cost. It is forbidden to dispose of waste water! 

The sites are located in a freshly cut oat field, it is possible to walk around, observe the fauna and flora, swim in a dam, or even have a picnic. Smoking is strictly prohibited in the fields due to the high risk of fires!

Prices: 

The price is 10€ per night or 2 hours of work in the morning. I need help to move fences and other simple work . 

5€ to fill your water tank max 60 liters, water is a rare commodity here, I advise you to fill your tank elsewhere if possible)
4€ for the batteries to charge in my garage
2€ for the wifi

Proceeds will be used to fund the reforestation of the estate, to implement a project based on the benefit of a healing sound place, and to build an eco-camp with dry toilets, showers and outdoor kitchens.

Location:
The location indicated is very close to the actual location. Send me a message before your arrival at +351 968 360 034 so that I can give you the best route. The road is narrow and in bad condition but accessible.

Do not hesitate to contact me for more information! 
-------

Je mets à disposition quelques emplacements campervans et tentes dans mon paradis isolé. Dépaysement assuré dans une ancienne ferme de 20 hectares à l’abri des regards et des voisins, le tout en pleine nature ! 

Environ 5 places disponibles pour campervan. L’autonomie totale est conseillée pour profiter du lieu au mieux.

Nous sommes aux prémices du projet mais il est possible d’utiliser de l’eau depuis un tuyau d’arrosage, de recharger vos batteries et d’utiliser le wifi près de chez moi pour un coût supplémentaire. Il est interdit d’éliminer ses eaux usées ! 

Les emplacements se situent dans un champ d’avoine fraîchement coupé, il est possible de se balader, d’observer la faune et la flore, de se baigner dans un barrage, ou encore de piqueniquer. Il est strictement interdit de fumer dans les champs à cause des risques élevés d’incendies !

Prix : 

Le prix est de 10€ la nuit ou de 2h de travail en matinée. J’ai besoin d’aide pour déplacer des barrières et d’autres travaux assez simples. 

5€ pour remplir votre réservoir d’eau max 60 litres, l’eau est une denrée rare par ici, je vous conseille de remplir votre réservoir ailleurs si possible)
4€ pour les batteries à charger dans mon garage
2€ pour le wifi

Les recettes serviront à financer la reforestation du domaine, à mettre en œuvre un projet basé sur le bienfait des fréquences vibratoires, et à construire un éco-camping avec toilettes sèches, douches et cuisines extérieures.

Localisation :
La localisation indiquée est très proche de la localisation réelle. Envoyez-moi un message avant votre arrivée au  +351 968 360 034 afin que je vous indique le meilleur itinéraire. La route est étroite et en mauvais état mais accessible.





N’hésitez pas à me contacter pour plus d’infos ! 




",37.447770,-8.487331,100.4,2021-06-17 00:00:00 UTC,Yes,Yes - Not at Sites,Yes - Average,No,,No,No,Non-Potable,No,Yes,Yes,Yes,No,,,,,,,,,,,,,,,
156384,"Parque de Campismo de Vila Real, Rua Doutor Manuel Cardona, Quinta de São Pedro, Vila Real, 5000-558, Portugal",Vila Rea Camping Site,Established Campground,"Municipal Camping Site of Vila Real, nearly swimming pool. The price for one person and one tent is about 6,45 Euros. Hot shower, electricity, water, and more. you can see in the website campingvilareal.com",41.302383,-7.735720,471.9566825879738,2021-08-07 00:00:00 UTC,Yes,Yes - At Sites,Yes - Slow,Unknown,,Unknown,Hot,Yes,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
156725,"Rua de Santa Marinha, Mirandela, Bragança, 5370-347, Portugal",Camping ground of Mirandela,Established Campground,"The campground of Mirandela is closed for COVID rules, but they have another caravan spot and you can use the parking lot there, no tents just caravans.",41.489479,-7.180997,275.88862692471594,2021-08-11 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,Yes,,Yes,Hot,Potable,Running Water,Yes,Yes,Unknown,Unknown,,,,,,,,,,,,,,,
157086,"Parque de Autocaravanas, Rua Miguel Torga, Sé, Santa Maria e Meixedo, Bragança, 5300-111, Portugal",Tents and Campervan site,Established Campground,"Bathroom and toilet in the campervan site near the Bragança castle.  
Tents are allowed for pilgrims of Camino de Santiago, If you have questions call the number 117, Car, campervan, motorhome, caravan only. They have lot of places around the castle, free controlled water and bathroom.  The water is available all the time but the bathroom I think just until 6 pm. ",41.804210,-6.746360,714.2365007000044,2021-08-15 00:00:00 UTC,Yes,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,
159543,"Tareja, São Brás de Alportel, Faro, 8150-144, Portugal",Motorhome Ecopark São Brás de Alportel,Established Campground,"Park for motorhomes, campers and caravans situated between the mountains and the sea, at a short driving distance from several beaches and towns like Faro, Loulé and Tavira (Algarve Portugal),surrounded by holm oaks, cork oaks and carob trees, and away from overcrowded tourist centres. Set in a 56 000 square meters of land. very good Wifi connection. Several restaurants and supermarkets nearby. Opening hours - 8.00, closing hours – 20.00 (winter) 21.30(summer). overnight stay- 7€; eletricity - 4€; Laundry - 4€; toilette - 1€ person /day; hot showers - 1€/5 minutes.",37.168377,-7.908256,,2021-09-18 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,No,Hot,Potable,Running Water,Unknown,No,Yes,Yes,,,,,,,,,,,,,,,
159545,"CM 1203, Alcaria, São Brás de Alportel, Faro, 8150-101, Portugal",Motorhome Ecopark São Brás de Alportel,Established Campground,"Park for motorhomes, campers and caravans situated between the mountains and the sea, at a short driving distance from several beaches and towns like Faro, Loulé and Tavira (Algarve Portugal),surrounded by holm oaks, cork oaks and carob trees, and away from overcrowded tourist centres. Set in a 56 000 square meters of land. very good Wifi connection. Several restaurants and supermarkets nearby. Opening hours - 8.00, closing hours – 20.00 (winter) 21.30(summer). overnight stay- 7€; eletricity - 4€; Laundry - 4€; toilette - 1€ person /day; hot showers - 1€/5 minutes.",37.168150,-7.907950,363.29437224126985,2023-10-14 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,No,Hot,Potable,Running Water,Yes,No,Yes,Yes,,,,,,,,,,,,,,,
159546,"CM 1203, Alcaria, São Brás de Alportel, Faro, 8150-101, Portugal",Motorhome Ecopark São Brás de Alportel,Established Campground,"Park for motorhomes, campers and caravans situated between the mountains and the sea, at a short driving distance from several beaches and towns like Faro, Loulé and Tavira (Algarve Portugal),surrounded by holm oaks, cork oaks and carob trees, and away from overcrowded tourist centres. Set in a 56 000 square meters of land. very good Wifi connection. Several restaurants and supermarkets nearby. Opening hours - 8.00, closing hours – 20.00 (winter) 21.30(summer). overnight stay- 7€; eletricity - 4€; Laundry - 4€; toilette - 1€ person /day; hot showers - 1€/5 minutes.",37.168150,-7.907950,0.0,2021-09-18 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,No,Hot,Potable,Running Water,No,No,Yes,Yes,,,,,,,,,,,,,,,
163026,"Parque de Campismo da Trindade, Estrada da Ponta da Piedade, Torraltinha, Lagos, São Gonçalo de Lagos, Lagos, Faro, 8600-615, Portugal",Camping Trinidade ,Established Campground,"A campground for about 50 campers with a restaurant, toilet, shower, water, dump station, wifi. It’s not the cleanest campground but it does the job. There is a gate and the security is good. It costed us 14€ for one night with electricity. Wifi cost 3€ per day.",37.093967,-8.671324,43.20619973260909,2024-04-22 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,Yes,Cold,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
163058,"Parque do Rio Silves, Percurso Pedonal Ribeirinho, Cerro de São Miguel, Silves, Faro, 8300-118, Portugal",Parque do Rio Silves,Established Campground,"Secured parking for camper. No trees, no beach, no playground. Just a parking area with utilities. There is a gate and you must check-in before 18:00.
",37.185259,-8.445671,4.730156042613089,2021-11-14 00:00:00 UTC,Yes,Yes - At Sites,No,No,,No,Unknown,Potable,Running Water,Yes,No,Yes,Yes,,,,,,,,,,,,,,,
163059,"Parque de Campismo de Albufeira, Rua Reynaldo dos Santos, Urbanização Quinta dos Caliços, Albufeira, Albufeira e Olhos de Água, Albufeira, Faro, 8200-004, Portugal",Albufeira campground,Established Campground,"Huge campground with all the commodities that you could imagine. It cost us 13€ for the van, two adults, electricity and wifi. There is a discount if you plan to stay for more than 30 days. There is also a bus stop near so you can take the local commute to go the Albufeira downtown or at the beach.",37.106983,-8.249391,45.7901165317744,2024-02-01 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,Yes,Warm,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
165638,"Parque de Campismo Rural Os Anjos, Estrada da Senhora da Saúde, Nossa Senhora da Expectação, Campo Maior, Portalegre, 7370-150, Portugal",Camping os Anjos,Established Campground,A very nice smaller camp site run by a Dutch guy.  Everything is very clean and tidy. There are all of the facilities one might expect at a simple camp site.,39.009638,-7.047993,332.08013916015625,2021-09-06 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,No,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
165639,"Markadia, ER 257, Bolarina, Vila Nova da Baronia, Alvito, Beja, 7900-371, Portugal",Parque de Campismo Markadia,Established Campground,This is a large camp site around the lake formed by the Odivelas dam. If you can get a good spot there are excellent views of the lake. The facilities are generally good (but no wifi!) however it is expensive. I paid €24 per night for a Defender with a roof top tent and without electricity (2021 prices). If the place were cheaper I'd give it a high recommendation.,38.186774,-8.103472,160.964599609375,2024-06-07 00:00:00 UTC,Yes,Yes - At Sites,No,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
165641,"Parque de Campismo São Miguel, CM 1186, São Miguel, São Teotónio, Odemira, Beja, 8670-320, Portugal",Camping São Miguel,Established Campground,This is a good 4 star camp  site. The washroom facilities are excellent. There's shade under the high conifers. The ground is fairly sandy.,37.437527,-8.753192,69.02337646484375,2024-04-23 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
169340,"Guincho, Passadiço das Dunas da Cresmina, Cresmina, Cascais e Estoril, Cascais, Lisbon, 2750-070, Portugal",Camping Orbitur Cascais,Established Campground,"Nice place close to guincho beach, complete.  we paid 20 euros for two people and the motorhome",38.722468,-9.468926,56.46449108142406,2023-06-29 00:00:00 UTC,Yes,Yes - At Sites,Unknown,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
171640,"Pavilhão Gimnodesportivo de Vieira de Leiria, Rua José Moreira, Vieira de Leiria, Marinha Grande, Leiria, 2430-776, Portugal",Campervan Park - Vieira de Leiria,Established Campground,"Private park.
At this early stage with the conditions described.
More information by phone - 965370199
--
Parque privado.
Nesta fase inicial com as condições descritas.
Mais informações por via telefónica - 965370199",39.863646,-8.934714,0.0,2022-03-30 00:00:00 UTC,Yes,Yes,Yes - Fast,No,,No,No,Potable,No,Yes,No,Yes,No,,,,,,,,,,,,,,,
171928,"São Pedro de Tomar, Tomar, Santarém, 2200–638, Portugal",Quinta das Lameiras,Established Campground,"Our simple organic farm (Blue House, 60) is located 10 km from the Templar city of Tomar and 3 km from the Castelo de Bode dam. Ideal for visiting the town of Tomar and the Convento do Cristo. We have enough space for mobile homes, caravans and some tents. Access to private bathroom, electricity and drinking water, we look forward to welcoming you. Do not hesitate to visit our profile on Instagram (quinta_das_lameiras) or FB (Quinta das Lameiras - Sº Pedro de Tomar). We sell products from our farm and other farmers. Depending on the season we have vegetables, fruit, eggs, cream cheese, cottage cheese, oil and duck, lamb, chicken and turkey. Each family can pay for what they want or can help preserve and improve the space. Being happy is the most important! Please contact us before you come. Our backyard is the world!",39.554770,-8.348440,0.0,2022-04-03 00:00:00 UTC,Yes,Yes,Yes - Average,Yes,,Unknown,Hot,Potable,Running Water,Yes,Yes,Yes,Unknown,,,,,,,,,,,,,,,
176095,"Peso da Régua e Godim, Peso da Régua, Vila Real, 5050-272, Portugal",Unser the Bridge,Established Campground,"Ares from the City  for Camper, with water electricity for each van.
",41.155154,-7.780534,51.21969886551419,2020-08-10 00:00:00 UTC,Yes,Yes - At Sites,No,No,,Yes,No,Potable,No,Yes,No,Yes,Yes,,,,,,,,,,,,,,,
176096,"Vilartão, Bouçoães, Valpaços, Vila Real, 5430-167, Portugal",O Tempo,Established Campground,Nice small site. Xavier is a very polite and helpful manager. We had a problem with our water pump. He fixed it without any charge. He said it a service for my guest. The facilities are clean everything without additional cost. ,41.764373,-7.210115,694.459230660679,2020-08-11 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,Yes,,Yes,Warm,Potable,Running Water,Yes,No,Yes,Yes,,,,,,,,,,,,,,,
182157,"Fundada, Vila de Rei, Castelo Branco, Portugal",parque de campismo do Bostelim,Established Campground,"Cheap campground by a river beach.
ita has hot water showers and electricity included, also has tables and benches along with BBQ and a sink.",39.724109,-8.108114,247.33128995224305,2022-07-04 00:00:00 UTC,Yes,Yes - At Sites,Unknown,Yes,,Yes,Hot,Potable,Running Water,Yes,Yes,Unknown,Yes,,,,,,,,,,,,,,,
182719,"Parque de Campismo das Furnas, Avenida Doutor Manuel de Arriaga, Furnas, Povoação, Azores, 9675-059, Portugal",Furnas Campsite,Established Campground,"Sitecamp with hot shower, cafeteria, plenty of places to camp.

there is also BBQ ",37.770072,-25.308428,271.02777099609375,2022-07-07 00:00:00 UTC,Yes,Yes - At Sites,Unknown,Yes,,Yes,Hot,Unknown,Running Water,Yes,Yes,No,Unknown,,,,,,,,,,,,,,,
185256,"Praça de Touros da Luz, Rua N, Luz, Mourão, Évora, 7240-100, Portugal",Aldeia da luz campervan ,Established Campground,Free and official parking space with water and cleaning station. very close to the beach.,38.343141,-7.374028,224.9486083984375,2021-08-19 00:00:00 UTC,Yes,Unknown,No,No,,No,No,Potable,Unknown,Yes,Unknown,Yes,Yes,,,,,,,,,,,,,,,
188741,"Rasmalho, Portimão, Faro, 8500-827, Portugal",Vale dos Guenos,Established Campground,"If you are ready with the enormous number of people on the Algarve-beaches, roads and city centre’s, consider this place for welcoming relaxing moments. It’s a former motorhome for bikers who had their celebrations. Now it is a bit primitive campsite ran trough a mother and her son. If you like shadow…there’s not a lot. Amenities…one toilet and one cold shower. Bar/restaurant…the son will serve you drinks and custom made food if you like. So, it’s a bit alternative, but friendliness and the sound of nothing overrules everything! We paid 10,00 euros, they will charge you 2,50 extra if you need electricity.",37.219878,-8.563418,54.93418445531279,2023-06-01 17:38:58 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,Yes,Cold,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
193497,"EN 125, Boliqueime, Loulé, Faro, 8100-087, Portugal",Aire Cc  Coco Eric ,Established Campground,"Being created. It is an area intended for the reception of motorhomes & vans, quite exceptional in its design.
-----
En cours de création. C est une aire destinée à l accueil des camping-cars & vans tout à fait exceptionnelle dans sa conception.",37.126529,-8.175558,90.6563720703125,2022-09-24 00:00:00 UTC,Yes,Yes - At Sites,No,No,,No,Hot,Potable,Running Water,Unknown,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,
194680,"Jardim de Mikki, EN 125, Areias de Pera, Pera, Alcantarilha e Pêra, Silves, Faro, 8201-864, Portugal",Mikki’s place to stay,Established Campground,"Large campsite (150 spots) where semi-permanent and travellers mingle. Relaxed and free atmosphere. Price per night depends on size of plot. Small plot is €12 (without electricity) - €16 (with electricity) per night. €350 per month.
Swimming pool",37.128630,-8.322884,55.237703351303935,2024-05-23 20:30:04 UTC,Yes,Yes - At Sites,Yes - Average,Unknown,,Yes,Hot,Unknown,Running Water,Yes,No,Yes,Yes,,,,,,,,,,,,,,,
194827,"Câmara Municipal de Alcobaça, Rua Professor Engenheiro Joaquim Vieira Natividade, Bairro Hipólito, Casal Júlio Calhas, Alcobaça e Vestiaria, Alcobaça, Leiria, 2460-035, Portugal",Camping Alcobaça ,Established Campground,"Excellent free camping in the city centre, with electricity, water and free toiletries. Green area, a few meters from shops, restaurants, world heritage sites. Quiet location, with space for 15 motorhomes and dozens of tents. It has a campervan dump area. It is about 10km from Nazare. Great spot!",39.552755,-8.976943,105.302986145,2022-10-09 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,No,,No,No,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
199283,"Parque de Campismo de Canelas, EN 269-1, Quinta dos Reis, Alcantarilha, Alcantarilha e Pêra, Silves, Faro, 8365-204, Portugal",Camping Canelas,Established Campground,"Site has plenty of shade trees and a relaxed atmosphere, 60% are occupied on a all Yr basis. 3 pools restaraunt where you can have 2 meals and drinks for approx 20£, 2 persons in November 9£ per night. lovely quiet site.",37.122235,-8.351514,85.33949738548809,2024-05-09 09:58:16 UTC,Yes,Yes - At Sites,Yes - Slow,Yes,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
199319,"Parque de Campismo Rural Lapa dos Gaivões, CM 1158, Cova dos Defuntos, Hortas de Baixo, Esperança, Arronches, Portalegre, 7340-122, Portugal",Parque de Campismo Rural Lapa dos Gaivões,Established Campground,"very interesting place to go hiking and very close to Spain. 

Also very peaceful.",39.154420,-7.167690,291.48232955932616,2024-01-25 18:52:09 UTC,Yes,Yes,Yes - Slow,No,,No,Hot,Potable,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
203278,"Parque de Campismo de Monte Gordo, Aceiro do Parque de Campismo, Vila Real de Santo António, Faro, 8900-450, Portugal",Monte Gordo,Established Campground,Municipal camp site close to town and across road from beach. A large site with plenty of shaded areas. Facilities are basic but plentiful. A mixture of permanent pitches and campsites.,37.181812,-7.443796,10.17491924439301,2021-01-02 00:00:00 UTC,Yes,Yes - At Sites,Yes - Average,Yes,,No,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
203280,"Parque de Campismo Monte Carvalhal da Rocha, CV1-11, Brejão, São Teotónio, Odemira, Beja, 7630-777, Portugal",Monte Carvalhal da Rocha,Established Campground,"Established campground with bungalows, tent and vehicle pitches. Level terraces with plenty of trees for shade. Clean toilet and shower block with plenty of hot water. Swimming pool looks amazing but too cold to use in January. Open but reception not staffed when we visited so just parked up and paid later. €12 for 2 adults and 5m vehicle. Bargain. Few hundred metres from beach and amazing cliff top walk. Ostriches, zebras, bison, alpacas and other animals next door.",37.495557,-8.784773,68.05859033074509,2021-01-09 00:00:00 UTC,Yes,Yes - At Sites,Yes - Slow,No,,Yes,Hot,Potable,Running Water,No,Yes,Yes,Yes,,,,,,,,,,,,,,,
208722,"Parque Campismo Santa Cruz, Avenida Joaquim Agostinho, Casal dos Feros, A dos Cunhados e Maceira, Torres Vedras, Lisbon, 2560-042, Portugal",Parque de Campismo,Established Campground,"Campground with good structure to stay for a period or per night.
Bathroom and hot showers, clean and well mantained.

Paid $7.5 per van, 4.5 per person, 0.71 to use power, $1.0 to complete water. (showers included on price).

Good amenities, safe, close to the beach.
",39.134800,-9.374199,105.9783935546875,2023-09-07 00:00:00 UTC,Yes,Yes - At Sites,No,No,,Yes,Hot,Potable,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
212798,"Camping Orbitur Valado, r, Variante da Nazaré, Pederneira, Nazaré, Leiria, 2450-148, Portugal",Obitur Campground,Established Campground,"Large campground with full facilities.   Mainly long term rental and cabins but several short stay sites.  €14:50 per night, 2 persons and campervan without hookups.
Frequent bus service to Navarre beach from campground entrance.",39.598098,-9.055625,66.93219531606883,2023-03-13 00:00:00 UTC,Yes,Yes - At Sites,Yes - Fast,No,,No,Hot,Yes,Running Water,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,
